job_title,skill_required,location,link
Project Topic 3: Limit management mobile app,"C#, Angular, Ionic, Dotnet, Rest APIs, Microsoft power BI, Android / IOS",Omni-Channels - Product Department,AxeFinance-page31.pdf
Integration Intern,"APIs, ACP",IE,AxeFinance-page33.pdf
Middleware Intern,"Kafka, .NET Core",IE,AxeFinance-page33.pdf
Internship,"Angular, .NET Core, Power BI",Integration-Department: IE,AxeFinance-page34.pdf
Integration Internship,"Azure, Devops",IE,AxeFinance-page35.pdf
Azure Devops Internship,"Azure, Devops",IE,AxeFinance-page35.pdf
QAAUTOMATION,"R:Creating the web application, Java: Automating the process",Internship,AxeFinance-page37.pdf
Business Analytics Internship,"Business Analytics, Finance",Professional Services Department,AxeFinance-page39.pdf
Pricing Guidelines System Designer,"Business Analytics, Finance, Loan Pricing, RAROC",Professional Services Department,AxeFinance-page39.pdf
Internship topics at Axe Finance,"Project topic interest, CV, motivation letter",,AxeFinance-page4.pdf
INTERNSHIP,BUSINESS ANALYTICS,,AxeFinance-page40.pdf
DEPARTMENT,PROFESSIONAL SERVICES,,AxeFinance-page40.pdf
PROJECT TOPIC2,ALTERNATIVE BORROWER RISK RATING MODEL,,AxeFinance-page40.pdf
INTERNSHIP DURATION,3-6 MONTHS,,AxeFinance-page40.pdf
KEY RESPONSIBILITIES,"Design productization of an alternative rating framework customers risk characteristics be captured any normal model(Customers classified as SM or NPL, Customers who have trouble debt restructured for less than one year, Customers with no available financial statements) productization of a pricing guidelines system",,AxeFinance-page40.pdf
CANDIDATE PROFILE & REQUIREMENTS,Internship recommended to Business Analytics and Finance students.,,AxeFinance-page40.pdf
Internship,Business Analytics,,AxeFinance-page41.pdf
Integration API Internship,".NET Core, SQL server",,AxeFinance-page42.pdf
Internship,AI,,AxeFinance-page6.pdf
KEY RESPONSIBILITIES,Identify machine learning and time series models for the forecasting of macro-economic factors,Benchmark models on a real dataset,AxeFinance-page6.pdf
CANDIDATE PROFILE & REQUIREMENTS,This internship recommended to IT/Engineering students fair knowledge of the below technologies,"Timeseries, Machinelearning, Statistics, Python",AxeFinance-page6.pdf
AI Internship,"Machine Learning, Deep Learning, Statistics, Python",,AxeFinance-page7.pdf
INTERNSHIP,AI,,AxeFinance-page9.pdf
AI-DEPARTMENT:PRODUCT-PROJECT,TABLE EXTRACTION AND STRUCTURE RECOGNITION,,AxeFinance-page9.pdf
INTERNSHIP DURATION,4-6 MONTHS,,AxeFinance-page9.pdf
KEY RESPONSIBILITIES,"Exploring different state art models for table extraction and structure recognition, Preprocessing Data, Modeling and evaluation for the chosen approach, Model deployment",,AxeFinance-page9.pdf
CANDIDATE PROFILE & REQUIREMENTS,"Internship recommended to IT/Engineering students with fair knowledge of the below technologies: Computer Vision, Python, Pytorch, Tensorflow, Virtual environments, MMDetection, Detectron",,AxeFinance-page9.pdf
Business Technical Consultant,"Automation techniques for data onboarding configuration, ability to design, develop and enhance scripts, ability to communicate with clients about different ERPs and platforms (functional and technical specifications, solutions design, development, tests), contribution to enhancing interfacing tools specification (APIs, Webhooks), Single-SignOn (SSO) establishment for client authentication.",France,Busniess Technical Consultant (1) (1)-page0.pdf
Engineer,"Reporting:PowerBI, AdHoc, Talend",6 months,Capgemini-page10.pdf
Trainees,IT/Software engineering,"BackEnd: Framework SpringBoot, Java, maven, FrontEnd: AngularJs1",Capgemini-page10.pdf
Deep Learning in the Automotive Industry (Project Description),"Empowering convolutional neural networks (CNNs), real-time inputs, intensive, big data analytics, machine learning",,Capgemini-page11.pdf
Profiles: Engineer,"1 month/2 months/4 months/6 months DB: SQL/NoSQL 1 Trainee, Data Science, Business Intelligence, Mathematical Modeling (ESPRIT, ENIT, ISI, FST, ENSI), Python, PyCharm, Machine Learning, Data Analytics, Mathematical Modeling",,Capgemini-page11.pdf
"STUDY, DESIGN AND PRODUCTION OF THE BMS FOR A 24V LITHIUM-ION BATTERY",Engineer,6 months,Capgemini-page15.pdf
2 Trainees,"Electrical Engineering, Telecommunications, Embedded Computing, Microelectronics","(ENIT, ENISO, ENIM, ENIG, ENIS) C, Kicad, Altium Designer, STM32, STM32CubeIDE5",Capgemini-page15.pdf
Engineer,"Electrical Engineering, Telecommunications, Embedded Computing, Microelectronics, C, C++, Python, MATLAB-Simulink",Tunisia,Capgemini-page16.pdf
Trainee,"Electrical Engineering, Telecommunications, Embedded Computing, Microelectronics, C, C++, Python, MATLAB-Simulink",Tunisia,Capgemini-page16.pdf
Engineer,"Electrical Engineering, Telecommunications, Embedded Computing, Microelectronics","ENIT, ENISO, ENIM, ENIG, ENIS",Capgemini-page17.pdf
Trainees,"C, C++, Python, Altium Designer, Proteus, MATLAB & Simulink",,Capgemini-page17.pdf
ENGINEER,"Electronics, Embedded software technology, Web development, PCB design, CAD design, hardware design, solidworks, Catia, Python, C, C++, Django, interface design, IOT, Lora, RF communication",6 months,Capgemini-page18.pdf
Trainees,"C, C++, Embedded software design, IOT",8,Capgemini-page18.pdf
ENGINEER,"['Data Science', 'Business Intelligence', 'Digital Marketing', 'Python', 'Churn Analysis', 'Machine Learning', 'Data Analytics', 'Power BI', 'PostgreSQL9']",Tunisia,Capgemini-page19.pdf
Trainee,"['Data Science', 'Business Intelligence', 'Digital Marketing', 'Python', 'Churn Analysis', 'Machine Learning', 'Data Analytics', 'Power BI', 'PostgreSQL9']",Tunisia,Capgemini-page19.pdf
DESIGNOFA120WUSBPDEXTERNALPOWERSUPPLY,"Provide5differentpowerlevels(5V/3A-9V/3A-15V/3A-20V/5A-28V/4.2A), Haveefficiency>90%fullload230VAC, Haveoutput-voltageandover-currentprotection, Consuming<75mW",,Capgemini-page20.pdf
ENGINEER,"6months2Trainees, ElectricalEngineering, Automation, Microelectronics(ENIT,ENISO,ENIM,ENIG,ENIS,ENIGA), Electronics, Automation, Electricalsystems, PSPICE, PSIM, LTSPICE, CAD(Altium, Eagle, Proteus…)",,Capgemini-page20.pdf
Engineer,"C, C++, Bash/shell, Yocto, QT, git, drivers, Crosscompilation, RaspberryPi","ENIT, ENISO, ENICAR, ENIM, ENIS",Capgemini-page21.pdf
Trainee,"C, C++, Bash/shell, Yocto, QT, git, drivers, Crosscompilation, RaspberryPi","ENIT, ENISO, ENICAR, ENIM, ENIS",Capgemini-page21.pdf
Trainee,"Electrical Engineering, Telecommunications, Mechatronics, Embedded Computing, C, C++, Bash/shell, Yocto, QT, git, drivers, Crosscompilation, RaspberryPi","ENIT, ENISO, ENICAR, ENIM, ENIS",Capgemini-page21.pdf
ENGINEER,"Electrical engineering, power electronics, STM32, ESP32, Electronique puissance, Altium Designer, LTspice","6 months, 2 Trainees",Capgemini-page22.pdf
ENGINEER,"AUTOSAR,SOME/IP,CAN,Gateway,C13",US,Capgemini-page23.pdf
Trainee,"Electrical Engineering,Telecommunications,Embedded Computing,Microelectronics(ESPRIT,ENIT,ENETCOM,ENSI,ENIS,ENISO)",US,Capgemini-page23.pdf
"Trainee Electrical Engineering, Telecommunications, Embedded Computing, Microelectronics","C, Java, Android, Linux, Raspberry Pi running Raspbian, Bluetooth Communication","ENIT, ESPRIT, ENETCOM, ENSI, ENISO",Capgemini-page24.pdf
Engineer,"C, Java, Android, Linux, Raspberry Pi running Raspbian, Bluetooth Communication",,Capgemini-page24.pdf
Mobile Radar Robot Project Engineer,"Telecommunications,Embedded Computing,Microelectronics,C,Python,Java,IHM,CAN,LIN,drivers,Raspberry,Arduino,STM3215","ENIT,ENISO,ENIM,ENIG,ENIS",Capgemini-page25.pdf
Trainee Engineer,"Telecommunications,Embedded Computing,Microelectronics,C,Python,Java,IHM,CAN,LIN,drivers,Raspberry,Arduino,STM3215","ENIT,ENISO,ENIM,ENIG,ENIS",Capgemini-page25.pdf
ENGINEER,"ElectricalEngineering,Telecommunications,EmbeddedComputing,Microelectronics","ENIT,ENISO,ENIM,ENIG,ENIS",Capgemini-page26.pdf
Trainee,"C,Python,Java,IHM,CAN,LIN,drivers,Raspberry,Arduino,STM3216",,Capgemini-page26.pdf
Development of an automated matching system between CVs and job offers (Lot2),ENGINEER/TECHNICIAN,Tunisia,Capgemini-page28.pdf
6 months of internship,"Computer Science/IT/IA/(ESSAI,ENIG,ENSI,ENSIT,ENIT)",Tunisia,Capgemini-page28.pdf
"IA, DataScience, Kotlin, Java",SQL,Tunisia,Capgemini-page28.pdf
Engineer Trainee,"Angular11+,nodeJS,Spring,Css3,HTML5",,Capgemini-page29.pdf
IT Consultant,"Technology, Innovation, Communication skills","Paris, France",Capgemini-page3.pdf
Software Developer,"Software development, Programming languages, Problem-solving skills","London, UK",Capgemini-page3.pdf
Data Analyst,"Data analysis, Statistics, Data visualization","New York, USA",Capgemini-page3.pdf
Project Manager,"Project management, Leadership, Communication skills","Tokyo, Japan",Capgemini-page3.pdf
Engineer/Technician,"Python,Django,Java,ReactNative,Angular,JavaScript",,Capgemini-page30.pdf
Engineer,"Apache Tomcat, Java, Jasper, Spring, Hibernate, Oracle, Angular, BootStrap, Git",Capgemini,Capgemini-page32.pdf
Consultant Engineer,"teamwork, collaboration, positive environment, work conditions",Mawaheb,Capgemini-page34.pdf
Electronics Engineer,"working with large-caliber European customers in the field of electric cars, development of the latest generation vehicles",Mourad,Capgemini-page34.pdf
Consultant Engineer,"focus on developing strengths, achieving best results, working under pressure and trusting managers",Olfa,Capgemini-page34.pdf
Engineering R&D Services,World-leading engineering skills,Global,Capgemini-page6.pdf
Digital Manufacturing,Expertise in digital manufacturing,Global,Capgemini-page6.pdf
"Consulting, Technology Services, and Digital Transformation","Expertise in consulting, technology services, and digital transformation",Global,Capgemini-page6.pdf
Cloud and Digital Platforms,Expertise in cloud and digital platforms,Global,Capgemini-page6.pdf
Digital Innovation and Consulting Transformation,"Expertise in digital innovation, consulting, and transformation",Global,Capgemini-page6.pdf
Custom Solutions,"Expertise in strategy, technology, data science, creative design, and custom solutions",Local,Capgemini-page6.pdf
"Design, manufacturing and sales",Engineering skills,Global,COFICAB-page0.pdf
Cables and wires,Manufacturing skills,Global,COFICAB-page0.pdf
End of study internships - Research & Development,"Duration6-9 Months, Soft Skills: Communication, Commitment, Team Work, Personal Effectiveness, Hard Skills: English & MS Office, Design Software, Materials Properties, Field Materials Engineering, Mechanical Engineering, Mechatronics Engineering",COFICAB,COFICAB-page11.pdf
Topic Investigation: Impact design characteristics related braid,"Made of tinned copper wire, tape, as complementary braid, HV cables EMC shielding effectiveness, Soft Skills: Communication, Commitment, Team Work, Personal Effectiveness, Hard Skills: English & MS Office, Design Software, Materials Properties, Field Materials Engineering, Mechanical Engineering, Mechatronics Engineering",COFICAB Tunis,COFICAB-page11.pdf
Logistics & Supply Chain Management Internship,"{'Soft Skills': ['Communication', 'Commitment', 'Team Work', 'Personal Effectiveness'], 'Hard Skills': ['English & MS Office', 'Web development', 'Programming languages', 'Field Software Engineering', 'Web Developement Engineering']}",COFICAB Tunis,COFICAB-page12.pdf
HIPSLOGISTICS&SUPPLYCHAIN,"Communication,Commitment,TeamWork,PersonalEffectiveness,English,MSOffice,Datavisualization,DataAnalysis,SupplyChainLogistics,Transport,DataAnalysis",COFICABTunis,COFICAB-page13.pdf
STUDY/INTERNSHIP,"Communication, Commitment, Team Work, Personal Effectiveness, English & MS Office, Production Planning, Project Management",COFICAB Tunis,COFICAB-page14.pdf
Automation Corporate Controlling Reporting,"['Communication', 'Commitment', 'Team Work', 'Personal Effectiveness', 'English', 'MS Office', 'Data Analysis', 'Data visualization & Dashboarding', 'Business Analytics', 'Data Science', 'Business Intelligence']",COFICAB Tunis,COFICAB-page15.pdf
END OF STUDY INTERNSHIP - PURCHASING,"Automation consolidation Data terms of Purchasing list, KPIs Dashboards.",COFICAB Tunis,COFICAB-page16.pdf
END OF STUDY INTERNSHIP - PURCHASING,Soft Skills Communication Commitment Team Work Personal Effectiveness,COFICAB Tunis,COFICAB-page16.pdf
END OF STUDY INTERNSHIP - PURCHASING,Hard Skills English & MS Office Data Analysis Data visualization & Dashboarding Field Business Analytics Data Science Business Intelligence,COFICAB Tunis,COFICAB-page16.pdf
ENDOFSTUDYINTERNSHIP,Automaticanalysiscybersecuritylogs,COFICABTunis,COFICAB-page17.pdf
ENDOFSTUDYINTERNSHIP,CommunicationCommitmentTeamWorkPersonalEffectiveness,COFICABTunis,COFICAB-page17.pdf
ENDOFSTUDYINTERNSHIP,English&MSOfficeVulnerabilitytestingPreventionprotocolsIdentityaccessmanagementprinciplesFieldCyberSecurityEngineering,COFICABTunis,COFICAB-page17.pdf
END OF STUDY INTERNSHIP,Automatic network devices configuration and architecture check.,COFICAB Tunis,COFICAB-page18.pdf
Soft Skills,"Communication, Commitment, Team Work, Personal Effectiveness",COFICAB Tunis,COFICAB-page18.pdf
Hard Skills,"English & MS Office, LAN & WAN, Field Engineering",COFICAB Tunis,COFICAB-page18.pdf
ENDOFSTUDYINTERNSHIP,"Business Intelligence, Engineering, Business Analytics, Data Science",COFICAB Tunis,COFICAB-page19.pdf
Artificial Intelligence/Machine Learning System Developer,"English, MS Office, Programming languages, Business Intelligence, Engineering, Business Analytics, Data Science",COFICAB Tunis,COFICAB-page19.pdf
designer,knowledge in design software,Tunisia,COFICAB-page2.pdf
manufacturing manager,knowledge in manufacturing processes,Global,COFICAB-page2.pdf
sales representative,sales skills,Global,COFICAB-page2.pdf
END OF STUDY INTERNSHIP,"Business Intelligence, Engineering, Business Analytics, Data Science, Communication, Commitment, Team Work, Personal Effectiveness, English & MS Office, Programming languages",COFICAB Tunis,COFICAB-page20.pdf
AI/MACHINE LEARNING SYSTEM DESIGN DEVELOPMENT IMPLEMENTATION,"HR Data, Soft Skills, Communication, Commitment, Team Work, Personal Effectiveness, English & MS Office, Programming languages",COFICAB Tunis,COFICAB-page20.pdf
Internship IT Business Intelligence,"['Collecting', 'processing', 'displayingdataformachinesKPIs', 'Region', 'Plant', 'Machine', 'PeriodResearch', 'Communication', 'Commitment', 'TeamWork', 'PersonalEffectiveness', 'English&MSOffice', 'Datavisualization', 'Criticalthinking', 'FieldBusinessIntelligence', 'Engineering', 'BusinessAnalytics', 'DataScience']",COFICABTunis,COFICAB-page22.pdf
Business Intelligence,"English & MS Office, Machine Learning",COFICAB Tunis,COFICAB-page23.pdf
Duration,6-9 months,COFICAB Tunis,COFICAB-page23.pdf
Topic,"Develop machine learning algorithms to predict breakdowns, errors, events that happen in real-time",COFICAB Tunis,COFICAB-page23.pdf
